Replicate,Generation,mean fitness,mean learning rate,mean learning episodes,mean best fitness,environmental mean location
0,198,327.0689193,0.5359998834,20,372.8816895,-0.2814933768
0,199,281.7365529,0.5363744,20,370.0308035,-0.5206696037
0,200,345.9581876,0.5366235792,20,377.4669708,-0.7463877776
0,201,308.4120083,0.5320081215,20,379.9153729,-0.9458928426
0,202,347.6553273,0.5295080303,20,371.9499553,0.7332989663
0,203,295.5818292,0.5287597337,20,367.6757011,0.5357620261
0,204,247.1339954,0.5291550539,20,373.6050356,0.8013972563
0,205,322.5182568,0.5353433202,20,363.5176751,0.5685237692
0,206,292.2254851,0.5286140461,20,368.6361398,0.3133345228
0,207,343.7356282,0.5268780974,20,372.1737325,0.6595308326
0,208,283.023273,0.5281427102,20,371.0272664,0.4332315566
0,209,305.9388866,0.531158462,20,369.7000795,0.2285656017
0,210,330.1271588,0.5305405922,20,358.5217431,-0.06357870514
0,211,333.6699383,0.5287734237,20,366.6219929,-0.2483334241
0,212,341.5580538,0.5244040136,20,359.3893687,-0.03403192897
0,213,296.4678907,0.5244628984,20,366.7206377,0.1997560599
0,214,274.7455144,0.5245497337,20,362.0015283,0.472168517
0,215,341.7406721,0.521834845,20,369.7692003,0.6379275852
0,216,201.0624921,0.5211167456,20,365.4378328,0.3292848967
0,217,317.5461924,0.520954314,20,377.4127378,0.5618038606
0,218,195.5504381,0.5196185592,20,375.2203467,0.2648063041
0,219,358.6569798,0.5157118192,20,369.5939776,-0.01506680055
0,220,293.8376195,0.5147653991,20,370.3389214,0.2003608074
0,221,350.355174,0.5165029118,20,376.6369038,-0.0781489674
0,222,317.3536888,0.5174472862,20,367.2659001,-0.3529067015
0,223,349.4521383,0.5167038033,20,366.2345651,-0.128597959
0,224,254.6998009,0.5183916155,20,364.0883413,-0.4517399041
0,225,303.6409318,0.5211823227,20,357.50665,-0.6144263015
0,226,228.1611175,0.5177963878,20,367.0463571,-0.3223347407
0,227,303.9414099,0.5158570711,20,366.4050834,-0.6132609687
0,228,318.3785136,0.5187578673,20,367.7434652,-0.323477546
0,229,349.6384119,0.517570741,20,359.5365264,-0.08510279361
0,230,270.2573848,0.5163288053,20,371.4996214,0.2110345517
0,231,295.692305,0.513644802,20,361.4091753,0.459594843
0,232,321.2277079,0.5105312198,20,362.6774427,0.2120280258
0,233,329.4933447,0.508591756,20,364.3044657,0.4945945709
0,234,337.9156212,0.5117815661,20,365.9013227,0.6351948406
0,235,206.9685076,0.5109088929,20,370.5129698,0.8762676437
0,236,332.8996147,0.514745303,20,369.8088896,0.5762155702
0,237,332.4476244,0.5144280323,20,365.6271566,0.6830385707
0,238,310.440842,0.5124343561,20,367.802511,-0.9711715698
0,239,331.5761562,0.5123845043,20,364.2814098,0.7702515902
0,240,339.924808,0.5153990046,20,367.7677761,0.5742200587
0,241,305.3460587,0.5158370854,20,366.4054988,0.8030620775
0,242,354.592241,0.5182050217,20,374.5248929,0.5648787965
0,243,335.4660608,0.5159435547,20,366.2761667,0.3657511988
0,244,329.7467347,0.5120531344,20,368.8190712,0.1326177265
0,245,323.2987448,0.5106356489,20,371.3072452,-0.1838898816
0,246,331.8764662,0.5096705515,20,362.3390204,0.09902434099
0,247,342.1721417,0.5076073216,20,365.7372547,-0.1833083106
0,248,324.7509357,0.5061622634,20,356.0054135,0.1126953897
0,249,335.0604915,0.5046073069,20,369.0110624,0.3980002497
0,250,310.1382169,0.5075866146,20,364.4694864,0.1840475501
0,251,355.7528744,0.512471647,20,373.3889136,0.003563299252
0,252,333.3248538,0.5142161115,20,362.0768135,0.2782324025
0,253,338.1099319,0.5194920569,20,354.9797613,-0.0530549961
0,254,317.9601873,0.517219724,20,367.8959898,-0.284247919
0,255,358.2965916,0.5184187074,20,375.3704186,-0.01730020906
0,256,203.1814497,0.5237899254,20,361.6553211,-0.2835041898
0,257,274.6258398,0.5185743137,20,378.1341681,-0.4756925848
0,258,318.7994997,0.5152072419,20,366.5984277,-0.7956556981
0,259,280.4818243,0.5124857858,20,363.9745684,-0.9894106037
0,260,314.6706513,0.5185052774,20,359.3849314,-0.6500398396
0,261,311.3573032,0.5175257489,20,361.829252,-0.9146313727
0,262,313.6905723,0.5194502375,20,367.0653105,-0.6270492324
0,263,299.2551565,0.5168218684,20,358.5583288,-0.3767518526
0,264,359.6483953,0.5122239502,20,377.6147814,-0.09332148533
0,265,318.2685657,0.5127964275,20,370.294296,0.09935978858
0,266,328.6923094,0.5100704758,20,370.7625994,0.3468352989
0,267,347.5518304,0.5135463444,20,367.0321906,0.008778820628
0,268,324.2718278,0.5170970531,20,361.5012808,0.1842192446
0,269,354.9736173,0.5153981257,20,369.8874336,-0.1172665063
0,270,295.2691465,0.5140542877,20,364.3113164,-0.3493185678
0,271,356.8887333,0.508799799,20,370.6998036,-0.0404953493
0,272,241.4186164,0.5110272942,20,366.8255748,0.2740383472
0,273,348.3234403,0.5083780091,20,369.7295752,0.02170725962
0,274,336.0467554,0.510676056,20,363.5255017,-0.2501901346
0,275,344.902378,0.5091743465,20,371.4920405,-0.007976957163
0,276,345.2295821,0.5121787418,20,380.6301672,-0.211071704
0,277,290.6761301,0.5097277757,20,360.8971844,0.0424489306
0,278,352.6687815,0.509824035,20,372.7032269,-0.1897055898
0,279,345.8302417,0.5012515033,20,367.3351468,0.08798455055
0,280,318.6585512,0.5060393906,20,364.2128051,-0.2117818727
0,281,283.275003,0.5046637196,20,366.0024976,-0.4495040943
0,282,317.0397365,0.5012417909,20,367.8470475,-0.6586600713
0,283,336.3709177,0.504097965,20,363.9433751,-0.278744167
0,284,295.6405483,0.4981352642,20,363.2768359,-0.01872768554
0,285,352.2758776,0.5053072777,20,372.9665155,-0.1881080078
0,286,286.5063234,0.5087335238,20,370.5856572,-0.4255549432
0,287,335.368655,0.5005137083,20,367.2386359,-0.7752055442
0,288,260.624999,0.4978530463,20,366.1669116,-0.52208781
0,289,322.7729819,0.5022867947,20,366.5439356,-0.8435948149
0,290,207.2086814,0.4990705382,20,372.4452289,0.9022127274
0,291,257.0611131,0.4995095619,20,366.424412,-0.9446383987
0,292,321.9645746,0.5058688303,20,368.2884373,0.867579249
0,293,341.5885829,0.5033575401,20,364.3651647,0.6493237729
0,294,117.3425534,0.5017287952,20,367.9356389,0.8463133548
0,295,351.33065,0.5066875105,20,380.8173657,0.6296131595
0,296,288.4774196,0.5083474237,20,375.7934957,0.8346594265
0,297,333.6060616,0.5146291984,20,367.4603303,0.5957161796
0,298,331.7169375,0.5151056924,20,374.8727653,0.8467782622
0,299,287.0092964,0.5158068633,20,365.493701,-0.941977104
0,300,191.023762,0.5165503468,20,363.3682735,0.8151291236
0,301,335.9785255,0.524260749,20,371.7347522,0.5887884914
0,302,336.3242269,0.5259131487,20,365.1449194,0.3776773029
0,303,327.9257256,0.519851734,20,366.1401131,0.591820612
0,304,297.6440072,0.5194905009,20,371.5226209,0.850346121
0,305,348.0944175,0.5210308267,20,375.773997,-0.9166515505
0,306,324.4640602,0.5211382977,20,359.5496495,-0.6951651578
0,307,305.7432767,0.5295694512,20,376.7070356,-0.9195154852
0,308,323.79426,0.5295112814,20,357.7383964,-0.6968475052
0,309,187.9924515,0.5271624596,20,362.9081707,-0.9233992875
0,310,332.0457975,0.5515502897,20,370.9098339,-0.6692442097
0,311,325.9651883,0.5476416136,20,369.6273498,-0.9407006456
0,312,309.7167021,0.5442240536,20,359.9609435,0.698050648
0,313,234.4750454,0.5418850556,20,359.4782489,0.3957335841
0,314,339.1809315,0.5298453245,20,364.462393,0.7794848776
0,315,273.5392155,0.5408630606,20,377.5794274,-0.9007013353
0,316,304.8212472,0.5527038275,20,358.1040974,-0.6660169894
0,317,196.0127824,0.5515729182,20,369.3609632,-0.3851665391
0,318,333.8734884,0.54948466,20,364.8077718,-0.7515054004
0,319,258.7879024,0.5451413766,20,362.9543444,-0.5047768415
0,320,297.3123188,0.548004596,20,360.9993284,-0.3057195791
0,321,280.448382,0.5437582406,20,365.5224732,-0.5513226267
0,322,338.948888,0.5464261461,20,366.5766589,-0.7802221627
0,323,306.0626558,0.5496199009,20,373.777891,-0.9450049738
0,324,336.1481377,0.5477528109,20,368.3820196,-0.7091373543
0,325,295.276508,0.5450548611,20,375.6130308,-0.9512603338
0,326,317.601482,0.548305982,20,366.0362903,-0.6466374083
0,327,317.4538611,0.5531277819,20,360.5885346,-0.2765589328
0,328,350.0739441,0.5489921826,20,362.0551241,-0.05081045803
0,329,306.1353317,0.5511142261,20,353.1078145,0.1477781308
0,330,341.3902667,0.5540799136,20,357.9833611,-0.1739184645
0,331,333.9372894,0.5498567663,20,375.9743063,0.03016956181
0,332,336.3561916,0.546152589,20,367.3686867,-0.2401273536
0,333,340.637563,0.5391076296,20,365.0184034,-0.001622616208
0,334,340.472132,0.5373229411,20,368.1810818,-0.2598710208
0,335,354.8279283,0.5306938983,20,369.9551788,-0.02348392986
0,336,331.0434228,0.5321148347,20,371.7876276,-0.2192200379
0,337,348.1322627,0.5301542782,20,358.6581198,-0.07488797053
0,338,340.8808155,0.5267051532,20,371.7559956,0.1330569808
0,339,296.2453017,0.5259416408,20,370.0310563,0.3728281562
0,340,315.8807323,0.5033918976,20,367.5322916,0.580178297
0,341,269.8291697,0.502673958,20,369.9265249,0.3097309082
0,342,317.6056512,0.4971371338,20,370.0293445,0.08816651891
0,343,310.9967772,0.4950177979,20,370.7286858,0.3021230138
0,344,334.4680768,0.4977375485,20,364.5200089,0.06347161737
0,345,328.9978194,0.4949862248,20,360.8701669,0.2936533279
0,346,337.5567286,0.4872849791,20,364.2902459,0.05730679558
0,347,345.9135745,0.4896235667,20,374.231487,0.3152642174
0,348,332.9288516,0.4854829179,20,371.8120394,0.438912561
0,349,349.791119,0.4829354345,20,369.1420583,0.2369007827
0,350,334.1996836,0.4827160193,20,369.2598989,0.1449577261
0,351,343.0234223,0.4806469234,20,366.5403002,0.3546552458
0,352,357.8005403,0.4741792901,20,372.4820648,0.04629287658
0,353,348.9971485,0.4749845591,20,362.0824233,0.2832423026
0,354,348.0027809,0.4736086876,20,368.3644802,0.06770637967
0,355,354.4281886,0.47189454,20,363.4899889,0.2974877313
0,356,293.0524414,0.4676419426,20,369.0555809,0.5170492716
0,357,343.2607168,0.4616120477,20,358.5156348,0.2640014833
0,358,295.4388599,0.4583466349,20,375.2906024,0.4792457877
0,359,343.8036837,0.4517832495,20,369.6469745,0.6198715951
0,360,239.3742018,0.4508455206,20,364.8329252,0.3531133116
0,361,318.4630616,0.4375174135,20,365.6667786,0.5902990408
0,362,322.6574811,0.433429602,20,370.9497309,0.8702881867
0,363,343.5050835,0.4441657906,20,370.8009742,0.6723361333
0,364,346.5330587,0.4421992841,20,371.6863839,0.4489685054
0,365,345.6959184,0.4392346027,20,370.5790082,0.2050869003
0,366,279.7514039,0.4375492217,20,365.7509944,0.4805314084
0,367,339.5043087,0.4318427242,20,365.9875575,0.7276840126
0,368,325.8000313,0.4302542716,20,373.0910946,0.9889151668
0,369,315.6323693,0.4336097967,20,361.8974935,0.8053940227
0,370,325.7051287,0.4385644138,20,363.2265182,-0.7956746639
0,371,342.2406575,0.4400975245,20,367.4104531,-0.9635813144
0,372,326.2494836,0.4405121417,20,366.377114,-0.6864171631
0,373,319.2887988,0.441196538,20,363.448258,-0.8541383168
0,374,313.9155581,0.442751334,20,365.6567061,-0.6497670166
0,375,327.3573938,0.4398541816,20,374.5343175,-0.8889747265
0,376,331.1310145,0.4380710073,20,371.1453714,-0.693200149
0,377,310.6638401,0.4316333105,20,349.1416401,-0.8932860232
0,378,321.4294651,0.4347630329,20,353.5718598,-0.6989014416
0,379,258.6142513,0.4370215568,20,371.1230984,-0.962833298
0,380,347.4651387,0.444274034,20,374.1743335,-0.7153927343
0,381,211.7676801,0.4489602998,20,359.5008705,-0.4173301954
0,382,302.5665451,0.446989765,20,367.8853545,-0.612078471
0,383,347.1110819,0.4439530308,20,371.7096248,-0.8780311792
0,384,285.5792995,0.4440843721,20,365.8181375,-0.5682782198
0,385,212.4085597,0.4453461018,20,367.0927803,-0.3680379063
0,386,306.0023323,0.4461574352,20,363.1736723,-0.6192252107
0,387,342.9414275,0.4418662855,20,375.3842405,-0.8562058169
0,388,329.2893186,0.4401523808,20,364.8802423,-0.7075037555
0,389,250.8109665,0.443955483,20,361.7117569,-0.4746282355
0,390,332.7454455,0.4470925782,20,367.3079325,-0.713964961
0,391,246.8801468,0.4477604687,20,373.1134079,-0.3828796705
0,392,301.9545365,0.4452559653,20,375.4437101,-0.5839281068
0,393,348.894462,0.4503463201,20,368.5247702,-0.8151736356
0,394,292.0184469,0.4508750487,20,375.2812421,0.9444364877
0,395,325.572572,0.4594231031,20,361.2138081,0.6776103334
0,396,338.1387564,0.457659789,20,374.5761968,0.8402599466
0,397,317.015109,0.4572509901,20,373.1816872,0.5859380116
0,398,284.9611127,0.4525768662,20,374.9965182,0.8910580528
0,399,336.121372,0.4637394808,20,364.4460709,0.6893019726
0,400,289.1138909,0.4611237355,20,379.5028611,0.3332161956
0,401,358.8568394,0.4677892801,20,372.1528162,0.07200875934
0,402,350.4542453,0.4675176501,20,366.4972044,0.2972879332
0,403,339.1546422,0.4694108764,20,366.8591903,0.5074795868
0,404,325.123147,0.4652420162,20,357.9957046,0.1268380002
0,405,269.0687278,0.4667105473,20,360.6504824,0.2806148333
0,406,344.9826916,0.4691143756,20,365.5740483,-0.01462159496
0,407,361.9525174,0.4710661189,20,371.5218654,0.2036735555
0,408,322.2936041,0.4677145485,20,359.4230814,-0.01009967275
0,409,222.5242687,0.4725538789,20,366.7065419,-0.2851891556
0,410,331.3459535,0.4663935854,20,371.8520572,-0.07182144958
0,411,300.9066997,0.4680984979,20,366.7478524,-0.336195533
0,412,283.9682859,0.4744097284,20,365.1887845,-0.5326215446
0,413,332.2626651,0.4779898545,20,369.9941306,-0.7568569041
0,414,309.7525542,0.4761036621,20,371.9158094,0.9266268001
0,415,340.0392208,0.4720206364,20,368.2205042,0.7613734529
0,416,283.7143237,0.4690190453,20,373.8817388,0.9992000592
0,417,337.6356626,0.4741855707,20,368.1174904,0.6793475635
0,418,294.4077473,0.4706654337,20,377.3893919,-0.9545759063
0,419,347.1717548,0.4802441456,20,367.6493961,0.7635631538
0,420,281.7330808,0.4830369876,20,374.4510117,-0.9805535398
0,421,340.0110137,0.4781276638,20,365.6439106,0.7313508999
0,422,281.1324555,0.4737581718,20,363.3778279,0.5054633041
0,423,325.9839474,0.4715812426,20,367.291194,0.6684215212
0,424,285.597742,0.4701582268,20,363.8267144,0.845284111
0,425,303.0618701,0.4774968034,20,349.8772646,-0.8996377556
0,426,314.3327544,0.4813971862,20,370.9615449,-0.6224081067
0,427,349.3263203,0.4840056678,20,373.031859,-0.8599068656
0,428,206.7056478,0.4867394316,20,374.2407843,0.9335558257
0,429,332.4470248,0.4871397777,20,367.2034457,0.6919740524
0,430,342.739679,0.4857854218,20,371.4231232,0.5047527611
