Replicate;mean.fitness;mean.learning.rate;mean.learning.episodes;mean.best.fitness;performance;environmental.mean.location;lifespan;env_sd;env_change;change_rate;learning_prop_life;fitness_prop_life
0;351.78099;0.862866748;10;375.5293594;0.936764497;0.017833311;500;0.25;0.1;10;0.02;0.70356198
1;337.3978835;0.448040125;10;375.6695801;0.898084655;-0.03058315;500;0.25;0.1;10;0.02;0.674795767
2;334.8432061;0.443871313;10;375.3372437;0.89212233;0.172252943;500;0.25;0.1;10;0.02;0.669686412
3;340.1341311;0.968824948;10;375.5488666;0.905666135;-0.080292526;500;0.25;0.1;10;0.02;0.680268262
4;329.7404689;0.242494489;10;375.6512513;0.8777917;-0.051995515;500;0.25;0.1;10;0.02;0.659480938
5;336.501025;0.664583109;10;375.7982434;0.895429228;0.286417596;500;0.25;0.1;10;0.02;0.67300205
6;304.1594743;0.262618046;10;375.5179632;0.80997999;-0.213532859;500;0.25;0.1;10;0.02;0.608318949
7;342.5484166;0.252579362;10;375.4247716;0.912475344;0.07877411;500;0.25;0.1;10;0.02;0.685096833
8;354.7918203;0.562374273;10;375.5807196;0.94463009;-0.003231044;500;0.25;0.1;10;0.02;0.709583641
9;326.8756955;0.282856002;10;375.2875355;0.870933948;0.336876703;500;0.25;0.1;10;0.02;0.653751391
10;265.3037701;1.576015728;10;375.4310067;0.706654304;0.278977998;500;0.25;0.1;10;0.02;0.53060754
11;254.1557215;0.238390285;10;375.3900587;0.677023956;0.025807384;500;0.25;0.1;10;0.02;0.508311443
12;308.435827;0.769196745;10;375.4317338;0.821605272;0.008099768;500;0.25;0.1;10;0.02;0.616871654
13;334.7980898;0.472808067;10;375.4208707;0.891748167;0.009352306;500;0.25;0.1;10;0.02;0.66959618
14;335.2705177;0.530931757;10;375.3261247;0.893281105;0.067165729;500;0.25;0.1;10;0.02;0.670541035
15;335.1153026;0.705918262;10;375.423948;0.892608301;0.262391776;500;0.25;0.1;10;0.02;0.670230605
16;332.0014066;0.291284959;10;375.406757;0.884367958;0.060708097;500;0.25;0.1;10;0.02;0.664002813
17;343.1570987;0.370551266;10;375.4212171;0.914021446;0.183589261;500;0.25;0.1;10;0.02;0.686314197
18;344.7410118;0.726903057;10;375.423124;0.918261276;0.33779548;500;0.25;0.1;10;0.02;0.689482024
19;337.330665;0.001132185;10;375.3812095;0.898620569;-0.110778816;500;0.25;0.1;10;0.02;0.67466133
0;349.5451607;0.591372152;10;375.5676188;0.930708373;0.036133311;500;0.25;0.25;10;0.02;0.699090321
1;349.8282968;0.573639934;10;375.4762641;0.931725808;0.06841685;500;0.25;0.25;10;0.02;0.699656594
2;335.4443815;0.552662389;10;375.6844674;0.892890218;-0.017147057;500;0.25;0.25;10;0.02;0.670888763
3;352.2073671;0.605088766;10;375.0804687;0.939016404;0.205507474;500;0.25;0.25;10;0.02;0.704414734
4;349.8302655;0.706534376;10;375.5667741;0.931477954;0.026504485;500;0.25;0.25;10;0.02;0.699660531
5;352.3757886;0.581972015;10;375.7658507;0.937737837;-0.102332404;500;0.25;0.25;10;0.02;0.704751577
6;331.6719293;0.429548655;10;375.4678347;0.883388453;0.055117141;500;0.25;0.25;10;0.02;0.663343859
7;311.4433993;0.480039496;10;375.6665735;0.828958387;-0.02022589;500;0.25;0.25;10;0.02;0.622886799
8;297.9079458;0.23166633;10;375.5362177;0.793279677;0.079659203;500;0.25;0.25;10;0.02;0.595815892
9;353.1285911;0.612164763;10;375.5239747;0.940358565;0.108626703;500;0.25;0.25;10;0.02;0.706257182
10;350.8120495;0.61842223;10;375.4154684;0.934465837;0.057877998;500;0.25;0.25;10;0.02;0.701624099
11;349.6436176;0.559578415;10;375.4147017;0.931342933;0.057457384;500;0.25;0.25;10;0.02;0.699287235
12;347.9084385;0.340056185;10;375.5869324;0.926291348;-0.084400232;500;0.25;0.25;10;0.02;0.695816877
13;350.7901144;0.544224361;10;375.258883;0.934805138;0.012452306;500;0.25;0.25;10;0.02;0.701580229
14;352.3203093;0.685501053;10;375.4675769;0.938338737;-0.079984271;500;0.25;0.25;10;0.02;0.704640619
15;335.8117813;0.506436779;10;375.3148538;0.894731422;0.076191776;500;0.25;0.25;10;0.02;0.671623563
16;345.8106686;0.577991792;10;375.5751809;0.920722112;0.047958097;500;0.25;0.25;10;0.02;0.691621337
17;349.279362;0.532362079;10;375.3998879;0.930421476;-0.021160739;500;0.25;0.25;10;0.02;0.698558724
18;341.6808772;0.745096231;10;375.3488897;0.910327516;-0.06045452;500;0.25;0.25;10;0.02;0.683361754
19;349.0272024;0.605044154;10;375.5355758;0.929401699;-0.065328816;500;0.25;0.25;10;0.02;0.698054405
0;347.8215291;0.541002724;10;375.6080536;0.926055532;-0.016566689;500;0.25;0.4;10;0.02;0.695643058
1;351.2356797;0.627554159;10;375.2620076;0.935958267;0.06841685;500;0.25;0.4;10;0.02;0.702471359
2;351.0591118;0.57386952;10;375.3642369;0.935245511;-0.004547057;500;0.25;0.4;10;0.02;0.702118224
3;347.1299209;0.466279863;10;375.3448599;0.924800164;0.010307474;500;0.25;0.4;10;0.02;0.694259842
4;349.7198217;0.607809963;10;375.3904244;0.931607508;0.084004485;500;0.25;0.4;10;0.02;0.699439643
5;352.0939826;0.732235577;10;375.4544623;0.937768371;0.048917596;500;0.25;0.4;10;0.02;0.704187965
6;352.7293074;0.653120833;10;375.4388229;0.939567731;0.042767141;500;0.25;0.4;10;0.02;0.705458615
7;350.054708;0.554661761;10;375.5630986;0.932061639;-0.02122589;500;0.25;0.4;10;0.02;0.700109416
8;349.0079486;0.587715979;10;375.5109687;0.929415329;-0.018431044;500;0.25;0.4;10;0.02;0.698015897
9;351.6086204;0.551287675;10;375.4447983;0.936513706;-0.038623297;500;0.25;0.4;10;0.02;0.703217241
10;352.2385582;0.591951205;10;375.4362742;0.938173196;0.117777998;500;0.25;0.4;10;0.02;0.704477116
11;351.8849665;0.536632611;10;375.4565791;0.937205955;0.019107384;500;0.25;0.4;10;0.02;0.703769933
12;351.1575554;0.599534339;10;375.4621698;0.935246292;0.031099768;500;0.25;0.4;10;0.02;0.702315111
13;348.948902;0.631724109;10;375.5403517;0.929167204;0.096552306;500;0.25;0.4;10;0.02;0.697897804
14;351.1459104;0.575540002;10;375.4764951;0.935195427;-0.055134271;500;0.25;0.4;10;0.02;0.702291821
15;350.5820369;0.569323458;10;375.4908244;0.933662165;0.078985659;500;0.25;0.4;10;0.02;0.701164074
16;350.0519864;0.589345301;10;375.3397052;0.932596897;0.015208097;500;0.25;0.4;10;0.02;0.700103973
17;343.0262834;0.37571675;10;375.4525481;0.913612409;-0.044910739;500;0.25;0.4;10;0.02;0.686052567
18;350.7485118;0.585301361;10;375.3178263;0.934518161;-0.05870452;500;0.25;0.4;10;0.02;0.701497024
19;351.6839268;0.541993218;10;375.4562525;0.936661162;0.009121184;500;0.25;0.4;10;0.02;0.703367854
0;361.801009;0.325479469;10;375.6787176;0.96304856;-0.238968744;500;0.25;0.1;100;0.02;0.723602018
1;363.7861684;0.2467544;10;375.479867;0.968849055;-0.380749565;500;0.25;0.1;100;0.02;0.727572337
2;358.6553086;0.1504327;10;375.7031594;0.954607378;0.508619089;500;0.25;0.1;100;0.02;0.717310617
3;360.5423538;0.168286405;10;375.7505403;0.959512905;0.559548027;500;0.25;0.1;100;0.02;0.721084708
4;363.8501726;0.367373466;10;375.4709454;0.969039969;0.409998362;500;0.25;0.1;100;0.02;0.727700345
5;352.9787831;0.226847348;10;375.593714;0.939787769;0.164405406;500;0.25;0.1;100;0.02;0.705957566
6;361.9356203;0.576596165;10;375.3610571;0.964230496;-0.463990282;500;0.25;0.1;100;0.02;0.723871241
7;357.7154981;0.477675326;10;375.3664466;0.952978517;0.348329184;500;0.25;0.1;100;0.02;0.715430996
8;290.4133871;0.06894494;10;375.3196482;0.773751857;0.234985189;500;0.25;0.1;100;0.02;0.580826774
9;366.3934578;1.148667567;10;375.3572959;0.976115572;0.221591039;500;0.25;0.1;100;0.02;0.732786916
10;359.8215401;0.961863827;10;375.5327312;0.958159265;0.293827678;500;0.25;0.1;100;0.02;0.71964308
11;336.1244727;0.180199403;10;375.3866289;0.895380631;-0.656393958;500;0.25;0.1;100;0.02;0.672248945
12;357.7039083;0.202728989;10;375.4567742;0.952702155;0.289918101;500;0.25;0.1;100;0.02;0.715407817
13;352.3135517;0.11695781;10;375.4500587;0.93834731;-0.245215432;500;0.25;0.1;100;0.02;0.704627103
14;357.1347214;0.156243047;10;375.3982838;0.951368441;-0.615911713;500;0.25;0.1;100;0.02;0.714269443
15;360.6917136;0.852183508;10;375.4698983;0.960626008;-0.394335554;500;0.25;0.1;100;0.02;0.721383427
16;262.6624645;0.253713098;10;375.3339335;0.699785393;-0.171413528;500;0.25;0.1;100;0.02;0.525324929
17;362.8996942;0.422749035;10;375.5241873;0.966370317;-0.008853282;500;0.25;0.1;100;0.02;0.725799388
18;359.4144802;0.663025716;10;375.4205672;0.957350465;0.327845195;500;0.25;0.1;100;0.02;0.71882896
19;361.2709637;0.100279972;10;375.4545086;0.962205017;0.644505612;500;0.25;0.1;100;0.02;0.722541927
0;347.3549607;0.272323062;10;375.5146934;0.925011728;0.281031256;500;0.25;0.25;100;0.02;0.694709921
1;348.3622953;0.364375794;10;375.4965335;0.927753693;0.315250435;500;0.25;0.25;100;0.02;0.696724591
2;343.7804586;0.567044114;10;375.5218921;0.915492003;-0.131830911;500;0.25;0.25;100;0.02;0.687560917
3;345.1222417;0.659104415;10;375.4883274;0.919103925;0.254398027;500;0.25;0.25;100;0.02;0.690244483
4;344.8098935;0.487613951;10;375.4790627;0.918295097;0.189848362;500;0.25;0.25;100;0.02;0.689619787
5;326.0172255;0.516641781;10;375.5479358;0.86813691;-0.060342393;500;0.25;0.25;100;0.02;0.652034451
6;342.31472;0.250995082;10;375.2474238;0.912260562;-0.488440282;500;0.25;0.25;100;0.02;0.68462944
7;346.4635689;0.2564075;10;375.3812757;0.922971755;0.063629184;500;0.25;0.25;100;0.02;0.692927138
8;344.8149761;0.344065661;10;375.4875509;0.918339643;-0.213714811;500;0.25;0.25;100;0.02;0.689629952
9;350.7528305;2.025006368;10;375.4370404;0.93425749;0.226741039;500;0.25;0.25;100;0.02;0.701505661
10;347.6601369;0.087538409;10;375.1313852;0.926756952;-0.336022322;500;0.25;0.25;100;0.02;0.695320274
11;348.2082732;0.367249567;10;375.7902692;0.926622601;-0.206243958;500;0.25;0.25;100;0.02;0.696416546
12;338.2101837;0.677289174;10;375.6154734;0.900421341;0.249218101;500;0.25;0.25;100;0.02;0.676420367
13;298.8327674;0.454135905;10;375.4626002;0.795956575;0.005884568;500;0.25;0.25;100;0.02;0.597665535
14;351.1512864;0.888653521;10;375.7132381;0.934618728;0.084088287;500;0.25;0.25;100;0.02;0.702302573
15;332.4409516;0.222068699;10;375.5298903;0.885251418;0.174964446;500;0.25;0.25;100;0.02;0.664881903
16;316.8595746;0.096724429;10;375.2559218;0.844309541;-0.220963528;500;0.25;0.25;100;0.02;0.633719149
17;343.3456926;0.381823808;10;375.4112859;0.9145579;0.181146718;500;0.25;0.25;100;0.02;0.686691385
18;352.5935929;0.335376351;10;375.619361;0.938713726;-0.107004805;500;0.25;0.25;100;0.02;0.705187186
19;336.085179;0.222946256;10;375.3171388;0.895502594;-0.445494388;500;0.25;0.25;100;0.02;0.672170358
0;334.2087345;0.235953773;10;375.3125564;0.890526321;0.201031256;500;0.25;0.4;100;0.02;0.668417469
1;341.3132868;0.691794284;10;375.5052336;0.908936594;-0.090749565;500;0.25;0.4;100;0.02;0.682626574
2;327.7711512;0.578618907;10;375.4167843;0.873069067;0.127719089;500;0.25;0.4;100;0.02;0.655542302
3;329.9744727;0.336972779;10;375.522697;0.878669078;-0.049751973;500;0.25;0.4;100;0.02;0.659948945
4;337.3385004;0.494333706;10;375.4565032;0.898469277;-0.129301638;500;0.25;0.4;100;0.02;0.674677001
5;349.6613241;0.61738608;10;375.3333786;0.931584083;-0.185094594;500;0.25;0.4;100;0.02;0.699322648
6;332.1978136;1.030930083;10;375.4003368;0.884890639;-0.013890282;500;0.25;0.4;100;0.02;0.664395627
7;335.69165;1.457869167;10;375.2786977;0.894580735;-0.221070816;500;0.25;0.4;100;0.02;0.6713833
8;314.4207471;0.570388836;10;375.4840975;0.83718745;-0.164414811;500;0.25;0.4;100;0.02;0.628841494
9;346.9227259;0.509181281;10;375.2089473;0.9245841;-0.068108961;500;0.25;0.4;100;0.02;0.693845452
10;327.0151055;0.504527692;10;375.6169234;0.87059318;-0.066872322;500;0.25;0.4;100;0.02;0.654030211
11;325.8839823;0.44760035;10;375.5829894;0.867555856;0.143906042;500;0.25;0.4;100;0.02;0.651767965
12;333.3515793;0.90766457;10;375.4621827;0.887876347;0.009518101;500;0.25;0.4;100;0.02;0.666703159
13;306.5992585;0.155025338;10;375.4781427;0.816574584;-0.045015432;500;0.25;0.4;100;0.02;0.613198517
14;269.3544962;1.661237451;10;375.3064657;0.717685499;0.085088287;500;0.25;0.4;100;0.02;0.538708992
15;325.5704902;1.58566148;10;375.6064815;0.866705279;-0.154735554;500;0.25;0.4;100;0.02;0.65114098
16;290.7424929;0.813899994;10;375.4415102;0.774359627;-0.170513528;500;0.25;0.4;100;0.02;0.581484986
17;325.7109844;0.971596604;10;375.4243937;0.867555066;-0.028853282;500;0.25;0.4;100;0.02;0.651421969
18;339.8532875;0.555214739;10;375.5602212;0.904851919;0.157145195;500;0.25;0.4;100;0.02;0.679706575
19;344.1719504;0.649882744;10;375.3149899;0.91704902;-0.035494388;500;0.25;0.4;100;0.02;0.688343901
0;351.0573792;0.574376737;20;367.6312875;0.954925636;-0.045391589;500;0.25;0.1;1;0.04;0.702114758
1;350.9130072;0.602170498;20;368.0780728;0.953377962;-0.063211739;500;0.25;0.1;1;0.04;0.701826014
2;350.267892;0.443957697;20;367.9915213;0.951847726;0.067191969;500;0.25;0.1;1;0.04;0.700535784
3;351.1567345;0.493073821;20;367.6652005;0.95508431;0.021044381;500;0.25;0.1;1;0.04;0.702313469
4;346.5248303;0.311939284;20;367.7139101;0.942379496;0.105787528;500;0.25;0.1;1;0.04;0.693049661
5;346.8513929;0.619696379;20;367.8034053;0.943006463;0.00090421;500;0.25;0.1;1;0.04;0.693702786
6;350.5086519;0.341162748;20;367.5027716;0.953744734;0.006564984;500;0.25;0.1;1;0.04;0.701017304
7;351.1703179;0.554604637;20;367.8834631;0.954564137;-0.104597674;500;0.25;0.1;1;0.04;0.702340636
8;349.226604;0.520934465;20;367.7857376;0.949520224;0.06365369;500;0.25;0.1;1;0.04;0.698453208
9;350.5534251;0.463996352;20;367.724085;0.953289343;-0.011398058;500;0.25;0.1;1;0.04;0.70110685
10;348.1557875;0.469922081;20;367.7637204;0.946667796;-0.037350505;500;0.25;0.1;1;0.04;0.696311575
11;349.3715923;0.604947867;20;367.8736945;0.949682934;0.064902279;500;0.25;0.1;1;0.04;0.698743185
12;350.0398467;0.497555364;20;367.7652881;0.951798945;0.028851748;500;0.25;0.1;1;0.04;0.700079693
13;351.0408814;0.389855693;20;367.6002191;0.954951552;0.02399799;500;0.25;0.1;1;0.04;0.702081763
14;351.6300451;0.627843364;20;367.9454742;0.955665106;0.0532087;500;0.25;0.1;1;0.04;0.70326009
15;349.9286686;0.43895064;20;367.6547718;0.951780852;-0.001675388;500;0.25;0.1;1;0.04;0.699857337
16;345.8170434;0.567916375;20;367.8178882;0.940197598;-0.004026371;500;0.25;0.1;1;0.04;0.691634087
17;351.9264816;0.439192237;20;367.8847012;0.956618963;-0.0317509;500;0.25;0.1;1;0.04;0.703852963
18;350.8142858;0.610680578;20;367.8512472;0.953677102;-0.030064004;500;0.25;0.1;1;0.04;0.701628572
19;352.0086031;0.495940505;20;367.7848617;0.957110864;0.047985687;500;0.25;0.1;1;0.04;0.704017206
0;346.8313502;0.437721242;20;367.8798643;0.942800492;-0.036293055;500;0.25;0.25;1;0.04;0.6936627
1;350.1352502;0.562886297;20;367.9285904;0.951634602;0.012488261;500;0.25;0.25;1;0.04;0.7002705
2;347.3859436;0.486751966;20;367.7808987;0.944559345;-0.04236264;500;0.25;0.25;1;0.04;0.694771887
3;350.1713381;0.40716544;20;367.7229067;0.95226842;0.008294381;500;0.25;0.25;1;0.04;0.700342676
4;350.1387064;0.414540696;20;367.8117586;0.951946786;-0.01276716;500;0.25;0.25;1;0.04;0.700277413
5;350.3590829;0.549000247;20;367.7234316;0.952773943;0.039916492;500;0.25;0.25;1;0.04;0.700718166
6;351.2275193;0.481129598;20;367.673191;0.955261358;0.023114984;500;0.25;0.25;1;0.04;0.702455039
7;352.6391494;0.558278979;20;367.8166214;0.95874549;-0.016198138;500;0.25;0.25;1;0.04;0.705278299
8;352.5343622;0.490317796;20;367.8030523;0.958492504;0.011496811;500;0.25;0.25;1;0.04;0.705068724
9;350.3068704;0.370762154;20;367.7450002;0.952570502;-0.008648058;500;0.25;0.25;1;0.04;0.700613741
10;351.3322208;0.499315;20;367.7434133;0.955371659;0.012106136;500;0.25;0.25;1;0.04;0.702664442
11;349.3173015;0.590602188;20;367.8567351;0.949605385;-0.017497721;500;0.25;0.25;1;0.04;0.698634603
12;349.378526;0.52028744;20;367.7782819;0.949956674;0.040898765;500;0.25;0.25;1;0.04;0.698757052
13;349.1469876;0.599775553;20;367.7933674;0.949298762;-0.02305201;500;0.25;0.25;1;0.04;0.698293975
14;348.6931922;0.547424452;20;367.8242525;0.94798589;-0.035183458;500;0.25;0.25;1;0.04;0.697386384
15;344.5708947;0.470711123;20;368.0624303;0.936185453;-0.017575388;500;0.25;0.25;1;0.04;0.689141789
16;345.4925475;0.330553298;20;367.8072952;0.93934724;0.00763967;500;0.25;0.25;1;0.04;0.690985095
17;349.9236281;0.573622109;20;367.7696229;0.951459636;-0.030351785;500;0.25;0.25;1;0.04;0.699847256
18;345.7700142;0.585353468;20;367.7462825;0.940234248;-0.003620701;500;0.25;0.25;1;0.04;0.691540028
19;351.089271;0.556363491;20;367.7476819;0.95470256;0.03004216;500;0.25;0.25;1;0.04;0.702178542
0;352.13563;0.473783012;20;367.6503705;0.957795353;-0.006187601;500;0.25;0.4;1;0.04;0.70427126
1;351.7012234;0.520405904;20;367.7281692;0.956398994;0.038189168;500;0.25;0.4;1;0.04;0.703402447
2;351.0451947;0.499941579;20;367.8386232;0.95436414;0.00808736;500;0.25;0.4;1;0.04;0.702090389
3;350.8000209;0.502631086;20;367.7631951;0.953866374;-0.031455619;500;0.25;0.4;1;0.04;0.701600042
4;351.7762407;0.482512521;20;367.7486861;0.956571088;0.01068284;500;0.25;0.4;1;0.04;0.703552481
5;350.5772217;0.463872533;20;367.8008852;0.95316275;-0.019077295;500;0.25;0.4;1;0.04;0.701154443
6;351.9455141;0.452967004;20;367.6070546;0.957397292;0.008664575;500;0.25;0.4;1;0.04;0.703891028
7;351.3041247;0.338396346;20;367.9126723;0.95485931;-0.010796282;500;0.25;0.4;1;0.04;0.702608249
8;351.205495;0.520013532;20;367.815937;0.954838746;-0.019653189;500;0.25;0.4;1;0.04;0.70241099
9;350.9106845;0.53251167;20;367.571404;0.95466846;-0.010898058;500;0.25;0.4;1;0.04;0.701821369
10;351.2576132;0.464243658;20;367.532228;0.955717832;-0.007450505;500;0.25;0.4;1;0.04;0.702515226
11;352.9150519;0.441230495;20;367.9308188;0.959171276;-0.022895987;500;0.25;0.4;1;0.04;0.705830104
12;350.005971;0.472989352;20;367.7385188;0.951774818;-0.004044649;500;0.25;0.4;1;0.04;0.700011942
13;351.1235334;0.514251404;20;367.9178239;0.954348819;-0.00610201;500;0.25;0.4;1;0.04;0.702247067
14;350.554839;0.544358798;20;367.6739657;0.95344891;0.01540933;500;0.25;0.4;1;0.04;0.701109678
15;350.2886897;0.612311618;20;367.9870025;0.95190068;-0.005475388;500;0.25;0.4;1;0.04;0.700577379
16;351.7733926;0.531095628;20;367.7577722;0.95652549;-0.002725851;500;0.25;0.4;1;0.04;0.703546785
17;351.4985188;0.441376939;20;367.8530735;0.955537765;0.025048215;500;0.25;0.4;1;0.04;0.702997038
18;349.5405914;0.549721783;20;367.7867991;0.950373718;-0.008170701;500;0.25;0.4;1;0.04;0.699081183
19;346.4106713;0.561175935;20;367.674122;0.9421766;-0.00290784;500;0.25;0.4;1;0.04;0.692821343
0;348.7886422;0.476794819;20;367.8781828;0.948110557;0.017833311;500;0.25;0.1;10;0.04;0.697577284
1;350.0472469;0.584630073;20;367.9949642;0.951214525;-0.03058315;500;0.25;0.1;10;0.04;0.700094494
2;348.5477732;0.34950511;20;367.7293065;0.947849073;0.172252943;500;0.25;0.1;10;0.04;0.697095546
3;351.3880323;0.407213633;20;367.8624546;0.955197482;-0.080292526;500;0.25;0.1;10;0.04;0.702776065
4;349.9856259;0.657775473;20;367.9552568;0.95114307;-0.051995515;500;0.25;0.1;10;0.04;0.699971252
5;347.8785379;0.512577376;20;368.1532022;0.944941206;0.286417596;500;0.25;0.1;10;0.04;0.695757076
6;347.3548413;0.535113928;20;367.8629443;0.94426081;-0.213532859;500;0.25;0.1;10;0.04;0.694709683
7;350.5127848;0.790395872;20;367.7449076;0.953147866;0.07877411;500;0.25;0.1;10;0.04;0.70102557
8;348.1576923;0.675975874;20;367.9210509;0.946260406;-0.003231044;500;0.25;0.1;10;0.04;0.696315385
9;346.1571467;0.535429137;20;367.6154456;0.941614485;0.336876703;500;0.25;0.1;10;0.04;0.692314293
10;345.3457012;0.869835462;20;367.7696016;0.939018469;0.278977998;500;0.25;0.1;10;0.04;0.690691402
11;352.5875043;0.406404002;20;367.7132291;0.958866226;0.025807384;500;0.25;0.1;10;0.04;0.705175009
12;351.7941148;0.478793384;20;367.7464368;0.956610903;0.008099768;500;0.25;0.1;10;0.04;0.70358823
13;351.4655463;0.507305637;20;367.7678298;0.95564445;0.009352306;500;0.25;0.1;10;0.04;0.702931093
14;348.1847094;0.51575335;20;367.6802421;0.946969454;0.067165729;500;0.25;0.1;10;0.04;0.696369419
15;352.4609557;0.590299202;20;367.748552;0.958413665;0.262391776;500;0.25;0.1;10;0.04;0.704921911
16;355.0681349;0.624227631;20;367.7722417;0.965449889;0.060708097;500;0.25;0.1;10;0.04;0.71013627
17;331.2151844;0.870838291;20;367.7246464;0.900688456;0.183589261;500;0.25;0.1;10;0.04;0.662430369
18;343.8273583;0.458779758;20;367.7772556;0.934859768;0.33779548;500;0.25;0.1;10;0.04;0.687654717
19;345.5133928;0.364750253;20;367.7021075;0.939656015;-0.110778816;500;0.25;0.1;10;0.04;0.691026786
0;350.4344401;0.521708258;20;367.9123591;0.952495166;0.036133311;500;0.25;0.25;10;0.04;0.70086888
1;350.2935375;0.483473041;20;367.784101;0.952461528;0.06841685;500;0.25;0.25;10;0.04;0.700587075
2;350.7055712;0.504162271;20;367.994694;0.953007639;-0.017147057;500;0.25;0.25;10;0.04;0.701411142
3;349.2920637;0.480472955;20;367.4408381;0.950610892;0.205507474;500;0.25;0.25;10;0.04;0.698584127
4;352.1046741;0.504247906;20;367.9168927;0.95701671;0.026504485;500;0.25;0.25;10;0.04;0.704209348
5;349.4602467;0.467357363;20;368.1030838;0.949353353;-0.102332404;500;0.25;0.25;10;0.04;0.698920493
6;351.1503251;0.386112716;20;367.8142391;0.954680281;0.055117141;500;0.25;0.25;10;0.04;0.70230065
7;352.3677918;0.389329113;20;367.9915794;0.957549926;-0.02022589;500;0.25;0.25;10;0.04;0.704735584
8;349.2905777;0.63276578;20;367.887218;0.949450424;0.079659203;500;0.25;0.25;10;0.04;0.698581155
9;351.1434345;0.630414671;20;367.8879344;0.954486655;0.108626703;500;0.25;0.25;10;0.04;0.702286869
10;350.1804177;0.708361779;20;367.7340755;0.952261104;0.057877998;500;0.25;0.25;10;0.04;0.700360835
11;351.0296027;0.549483682;20;367.7688987;0.954488004;0.057457384;500;0.25;0.25;10;0.04;0.702059205
12;351.3018927;0.393305227;20;367.909955;0.954826889;-0.084400232;500;0.25;0.25;10;0.04;0.702603785
13;348.6788262;0.433209218;20;367.6064089;0.94850304;0.012452306;500;0.25;0.25;10;0.04;0.697357652
14;347.4117116;0.645165192;20;367.801426;0.94455812;-0.079984271;500;0.25;0.25;10;0.04;0.694823423
15;351.5077793;0.447233626;20;367.6434068;0.956106273;0.076191776;500;0.25;0.25;10;0.04;0.703015559
16;349.5326291;0.513332789;20;367.9289084;0.949990058;0.047958097;500;0.25;0.25;10;0.04;0.699065258
17;350.4819174;0.462881936;20;367.7489669;0.953039872;-0.021160739;500;0.25;0.25;10;0.04;0.700963835
18;351.7923823;0.417580223;20;367.6908221;0.956763091;-0.06045452;500;0.25;0.25;10;0.04;0.703584765
19;347.1642023;0.483992645;20;367.8870875;0.943667602;-0.065328816;500;0.25;0.25;10;0.04;0.694328405
0;347.5413151;0.395454464;20;367.9342424;0.944589572;-0.016566689;500;0.25;0.4;10;0.04;0.69508263
1;351.6630011;0.567708052;20;367.595401;0.956651772;0.06841685;500;0.25;0.4;10;0.04;0.703326002
2;349.4128189;0.569036138;20;367.7290497;0.950191298;-0.004547057;500;0.25;0.4;10;0.04;0.698825638
3;349.3814448;0.448189663;20;367.7019327;0.950165713;0.010307474;500;0.25;0.4;10;0.04;0.69876289
4;349.3715981;0.46048171;20;367.7485939;0.950035136;0.084004485;500;0.25;0.4;10;0.04;0.698743196
5;350.1049819;0.413392506;20;367.8096155;0.951850237;0.048917596;500;0.25;0.4;10;0.04;0.700209964
6;352.3929262;0.433731217;20;367.7707096;0.95819513;0.042767141;500;0.25;0.4;10;0.04;0.704785852
7;349.7711844;0.465844275;20;367.8772765;0.95078982;-0.02122589;500;0.25;0.4;10;0.04;0.699542369
8;344.2975879;0.387521895;20;367.8575854;0.935944921;-0.018431044;500;0.25;0.4;10;0.04;0.688595176
9;348.8860076;0.516949702;20;367.7863893;0.948613014;-0.038623297;500;0.25;0.4;10;0.04;0.697772015
10;352.8903869;0.538433791;20;367.7955681;0.959460975;0.117777998;500;0.25;0.4;10;0.04;0.705780774
11;347.1761505;0.421660598;20;367.7628835;0.944035985;0.019107384;500;0.25;0.4;10;0.04;0.694352301
12;348.8494406;0.436036615;20;367.7613404;0.948550179;0.031099768;500;0.25;0.4;10;0.04;0.697698881
13;351.7232802;0.458288999;20;367.8765035;0.956088776;0.096552306;500;0.25;0.4;10;0.04;0.70344656
14;351.3779005;0.492102225;20;367.8329197;0.955260291;-0.055134271;500;0.25;0.4;10;0.04;0.702755801
15;352.0339965;0.413594735;20;367.8097295;0.957102074;0.078985659;500;0.25;0.4;10;0.04;0.704067993
16;341.0781872;0.459060337;20;367.6797975;0.927639371;0.015208097;500;0.25;0.4;10;0.04;0.682156374
17;351.0509007;0.455705288;20;367.7705886;0.954520223;-0.044910739;500;0.25;0.4;10;0.04;0.702101801
18;349.1966557;0.525393047;20;367.6461323;0.949805964;-0.05870452;500;0.25;0.4;10;0.04;0.698393311
19;349.3054123;0.560922221;20;367.7941349;0.949727087;0.009121184;500;0.25;0.4;10;0.04;0.698610825
0;355.3582642;0.342537267;20;367.9841728;0.965682731;-0.238968744;500;0.25;0.1;100;0.04;0.710716528
1;356.600892;0.402386171;20;367.8489154;0.969415279;-0.380749565;500;0.25;0.1;100;0.04;0.713201784
2;354.5273479;0.145609045;20;368.0609168;0.963220199;0.508619089;500;0.25;0.1;100;0.04;0.709054696
3;348.728141;1.710967879;20;368.0827282;0.947389223;0.559548027;500;0.25;0.1;100;0.04;0.697456282
4;355.9651067;0.575696741;20;367.8105406;0.967783304;0.409998362;500;0.25;0.1;100;0.04;0.711930213
5;350.4477354;0.571311422;20;367.9423203;0.952457208;0.164405406;500;0.25;0.1;100;0.04;0.700895471
6;353.9639052;0.300975837;20;367.7076882;0.962619534;-0.463990282;500;0.25;0.1;100;0.04;0.70792781
