Replicate;mean.fitness;mean.learning.rate;mean.learning.episodes;mean.best.fitness;performance;environmental.mean.location;lifespan;env_sd;env_change;change_rate;learning_prop_life;fitness_prop_life
12;37.07506899;0.620895971;4.1607935;40.39040398;0.91797394;0.03214241;50;0.4;0.25;1;0.08321587;0.74150138
13;36.6804205;0.626198843;4.2747955;40.29225171;0.910401655;0.037310644;50;0.4;0.25;1;0.08549591;0.73360841
14;36.7252074;0.667600658;4.4568645;40.12466223;0.915338223;0.002661918;50;0.4;0.25;1;0.08913729;0.734504148
15;36.10774139;0.352888748;4.5623045;40.05235528;0.901498943;0.003144095;50;0.4;0.25;1;0.09124609;0.722154828
16;36.91871999;0.74382449;4.5807795;40.05082418;0.921786238;0.017794319;50;0.4;0.25;1;0.09161559;0.7383744
17;36.75686678;0.61138867;4.4173965;40.21291587;0.914095408;-0.03445861;50;0.4;0.25;1;0.08834793;0.735137336
18;36.95822058;0.639073514;4.29956;40.3388412;0.916173085;-0.009761565;50;0.4;0.25;1;0.0859912;0.739164412
19;37.03433578;0.756583546;4.209446;40.34297325;0.918020138;0.011541705;50;0.4;0.25;1;0.08418892;0.740686716
0;36.86427253;0.61777161;4.162707;40.37519117;0.913064488;0.031596023;50;0.4;0.4;1;0.08325414;0.737285451
1;36.84460307;0.617830427;4.5750065;40.01326807;0.920850545;-0.020344264;50;0.4;0.4;1;0.09150013;0.736892061
2;36.72873104;0.521337391;4.2470415;40.29833787;0.911459031;-0.000950362;50;0.4;0.4;1;0.08494083;0.734574621
3;36.86848199;0.848578126;4.0317685;40.54215602;0.909367324;0.020019031;50;0.4;0.4;1;0.08063537;0.73736964
4;36.87128773;0.722683251;4.521347;40.11210534;0.919187148;0.016117256;50;0.4;0.4;1;0.09042694;0.737425755
5;36.48831607;0.660967735;4.72475;39.86113642;0.915474286;-0.020275197;50;0.4;0.4;1;0.094495;0.729766321
6;36.89255319;0.633592182;4.338312;40.25504236;0.916548739;0.02594501;50;0.4;0.4;1;0.08676624;0.737851064
7;36.73063236;0.632140135;4.362916;40.22530375;0.913165763;-0.024167916;50;0.4;0.4;1;0.08725832;0.734612647
8;36.55249942;0.691003261;4.396831;40.15892263;0.910219942;-0.027348791;50;0.4;0.4;1;0.08793662;0.731049988
9;36.59454535;0.592371828;4.817424;39.81466367;0.91913593;-0.003727059;50;0.4;0.4;1;0.09634848;0.731890907
10;37.16474049;0.7263582;4.1241755;40.43797352;0.919037736;0.021811363;50;0.4;0.4;1;0.08248351;0.74329481
11;36.90019548;0.634590923;4.3017175;40.29100934;0.915907269;-0.044556962;50;0.4;0.4;1;0.08603435;0.73800391
12;37.08232271;0.705267079;4.283485;40.25201764;0.921275489;-0.001306478;50;0.4;0.4;1;0.0856697;0.741646454
13;36.72822853;0.519040127;4.4078925;40.20734067;0.913522424;0.008160644;50;0.4;0.4;1;0.08815785;0.734564571
14;36.68258515;0.581788366;4.3929525;40.1958716;0.912563428;0.002161918;50;0.4;0.4;1;0.08785905;0.733651703
15;36.90786368;0.650286265;4.4756055;40.13293047;0.919626832;0.007944095;50;0.4;0.4;1;0.08951211;0.738157274
16;37.05865597;0.614714214;4.299013;40.26076243;0.920459539;-0.004653552;50;0.4;0.4;1;0.08598026;0.741173119
17;36.72291919;0.65973596;4.4185615;40.18018862;0.914001278;0.011592674;50;0.4;0.4;1;0.08837123;0.734458384
18;36.80664757;0.819552659;4.280288;40.30995982;0.913099954;-0.011599797;50;0.4;0.4;1;0.08560576;0.736132951
19;36.61695698;0.760270489;4.362843;40.19881466;0.910968151;0.006082426;50;0.4;0.4;1;0.08725686;0.73233914
0;189.8334504;0.230726561;31.9087495;215.6756633;0.880182179;0.030383133;500;0.1;0.1;1;0.063817499;0.379666901
1;193.4783561;0.273061297;33.6828415;214.6700536;0.901278186;0.010940732;500;0.1;0.1;1;0.067365683;0.386956712
2;195.6115176;0.267898033;34.6911895;214.2706685;0.912916045;-0.040091043;500;0.1;0.1;1;0.069382379;0.391223035
3;195.2255112;0.332854747;26.1336055;218.0721332;0.895280333;-0.056699447;500;0.1;0.1;1;0.052267211;0.390451022
4;191.635888;0.254238892;43.306909;210.1383471;0.911945774;-0.059565611;500;0.1;0.1;1;0.086613818;0.383271776
5;182.3935119;0.332678427;34.607047;214.0766041;0.851933219;-0.035411448;500;0.1;0.1;1;0.069214094;0.364787024
6;180.4775098;0.33663982;25.6680915;218.1861562;0.827156372;-0.0698496;500;0.1;0.1;1;0.051336183;0.36095502
7;188.2291153;0.289658828;23.520129;219.7613291;0.856568732;-0.038552065;500;0.1;0.1;1;0.047040258;0.376458231
8;190.9611579;0.289305931;31.353604;216.0474665;0.883936197;0.013305378;500;0.1;0.1;1;0.062707208;0.381922316
9;191.2644311;0.330800819;32.8154715;214.8351691;0.890304934;0.014681872;500;0.1;0.1;1;0.065630943;0.382528862
10;192.8813831;0.271965218;30.2988695;215.7990394;0.893690578;-0.012295318;500;0.1;0.1;1;0.060597739;0.385762766
11;193.6677172;0.299713158;29.630556;216.3961936;0.895020698;0.013772399;500;0.1;0.1;1;0.059261112;0.387335434
12;187.0619309;0.256252427;25.474659;218.28453;0.857027771;0.052736792;500;0.1;0.1;1;0.050949318;0.374123862
13;191.1920678;0.228364494;33.3105925;214.6538964;0.89069067;-0.032883592;500;0.1;0.1;1;0.066621185;0.382384136
14;191.8166642;0.237658359;29.6493825;216.3873857;0.886451075;0.075847126;500;0.1;0.1;1;0.059298765;0.383633328
15;190.0858756;0.283747687;34.29424;214.1460156;0.887628108;-0.03550378;500;0.1;0.1;1;0.06858848;0.380171751
16;190.9684364;0.275088995;26.1811375;218.1195763;0.875535139;-0.010022707;500;0.1;0.1;1;0.052362275;0.381936873
17;190.2137859;0.229775037;37.26419;212.8265217;0.893746879;-0.049483748;500;0.1;0.1;1;0.07452838;0.380427572
18;194.3666174;0.277824871;32.378086;215.3314339;0.902672833;0.098455739;500;0.1;0.1;1;0.064756172;0.388733235
19;191.0645658;0.268167276;36.233267;213.4180154;0.895244416;0.077993967;500;0.1;0.1;1;0.072466534;0.382129132
0;189.710131;0.284564229;24.3719355;219.0167714;0.866256292;-0.016923582;500;0.1;0.25;1;0.048743871;0.379420262
1;190.2815261;0.309202706;39.850409;211.8033741;0.898390835;-0.0087631;500;0.1;0.25;1;0.079700818;0.380563052
2;190.8456453;0.291230784;30.9905665;215.9417887;0.883739333;-0.009200381;500;0.1;0.25;1;0.061981133;0.381691291
3;187.4001133;0.233794165;39.470965;212.3157206;0.882590486;0.023498391;500;0.1;0.25;1;0.07894193;0.374800227
4;189.4086827;0.2303233;30.734226;216.2383413;0.875964784;-0.002765611;500;0.1;0.25;1;0.061468452;0.378817365
5;194.7154578;0.333843527;30.402318;216.2301744;0.900444883;0.031338835;500;0.1;0.25;1;0.060804636;0.389430916
6;191.7487052;0.25941841;36.249507;213.4427643;0.89831971;0.031715407;500;0.1;0.25;1;0.072499014;0.38349741
7;191.1236806;0.277327053;30.530364;216.0948028;0.884362236;-0.010146845;500;0.1;0.25;1;0.061060728;0.382247361
8;192.1092424;0.25187691;24.208607;219.2409933;0.876239609;0.01015905;500;0.1;0.25;1;0.048417214;0.384218485
9;191.3353418;0.326384675;29.59952;216.5549436;0.883544841;-0.016665856;500;0.1;0.25;1;0.05919904;0.382670684
10;179.3489358;0.179649578;36.2698855;213.2853224;0.840937049;-0.017655254;500;0.1;0.25;1;0.072539771;0.358697872
11;188.9755731;0.222662873;36.693925;213.3941567;0.885535993;0.031131344;500;0.1;0.25;1;0.07338785;0.377951146
12;193.3458387;0.245083394;36.935287;213.0230398;0.907618543;-0.001063208;500;0.1;0.25;1;0.073870574;0.386691677
