Replicate;mean.fitness;mean.learning.rate;mean.learning.episodes;mean.best.fitness;performance;environmental.mean.location;lifespan;env_sd;env_change;change_rate;learning_prop_life;fitness_prop_life
15;8.430303536;2.00230115;0;23.1157505;0.365145141;-0.029637986;50;0.1;0.25;1;0;0.168606071
16;8.386393681;2.941414694;0;23.08847251;0.363050243;0.023168634;50;0.1;0.25;1;0;0.167727874
17;7.634889127;0.359474465;0;23.02914816;0.331208173;-0.00427583;50;0.1;0.25;1;0;0.152697783
18;9.20038918;0.087540666;0;23.01626721;0.399763188;-0.05827003;50;0.1;0.25;1;0;0.184007784
19;9.022248838;2.795338297;0;22.98307785;0.392463335;-0.022482016;50;0.1;0.25;1;0;0.180444977
0;6.337155337;2.205680424;0;23.04824481;0.274609348;0.027134835;50;0.1;0.4;1;0;0.126743107
1;6.336726484;3.56761826;0;23.03547702;0.275036843;-0.022924182;50;0.1;0.4;1;0;0.12673453
2;6.341632356;1.74367293;0;23.037877;0.275188844;-0.000573685;50;0.1;0.4;1;0;0.126832647
3;6.182423507;1.159476425;0;22.91774861;0.269772569;-0.011950632;50;0.1;0.4;1;0;0.12364847
4;6.232589104;1.616389449;0;23.07421014;0.269685468;0.011608815;50;0.1;0.4;1;0;0.124651782
5;6.198203618;3.099719057;0;22.9754215;0.269463965;0.007654456;50;0.1;0.4;1;0;0.123964072
6;6.204540535;1.53917448;0;23.03508244;0.269015223;-0.023172851;50;0.1;0.4;1;0;0.124090811
7;6.268304252;3.287937214;0;22.9787476;0.272908884;0.034243035;50;0.1;0.4;1;0;0.125366085
8;6.247997769;1.048879349;0;23.055829;0.270765241;0.013132218;50;0.1;0.4;1;0;0.124959955
9;6.229402197;1.401012433;0;22.94148219;0.271227051;0.001486931;50;0.1;0.4;1;0;0.124588044
10;6.236558691;0.284321299;0;23.06826668;0.270709252;0.039292575;50;0.1;0.4;1;0;0.124731174
11;6.221016669;0.720335823;0;23.05180737;0.269443169;-0.002949137;50;0.1;0.4;1;0;0.124420333
12;6.163085027;2.658555641;0;22.91717387;0.268745787;-0.008617824;50;0.1;0.4;1;0;0.123261701
13;6.129736731;1.158027872;0;22.90888775;0.267597549;0.002857387;50;0.1;0.4;1;0;0.122594735
14;6.242949252;1.982977414;0;23.01739768;0.271427912;0.017868784;50;0.1;0.4;1;0;0.124858985
15;6.272641847;0.840752968;0;22.97252378;0.273102138;-0.000287986;50;0.1;0.4;1;0;0.125452837
16;6.258934477;4.309035165;0;23.01669222;0.271683058;-0.0027263;50;0.1;0.4;1;0;0.12517869
17;6.245275911;1.828473732;0;22.93934305;0.271932299;-0.01027583;50;0.1;0.4;1;0;0.124905518
18;6.254372339;0.705483946;0;23.02245209;0.271167238;0.000284536;50;0.1;0.4;1;0;0.125087447
19;6.279367276;4.061416796;0;22.99251585;0.273191339;0.02057864;50;0.1;0.4;1;0;0.125587346
0;28.8822996;1.326129304;0;38.30903578;0.753956555;0.043134835;50;0.25;0.1;1;0;0.577645992
1;26.13433505;3.126594215;0;38.26920485;0.682786062;0.017573842;50;0.25;0.1;1;0;0.522686701
2;28.37848751;0.653979882;0;38.40130673;0.738626073;-0.034373685;50;0.25;0.1;1;0;0.56756975
3;28.8519039;2.655305239;0;38.36239548;0.752216373;0.051352363;50;0.25;0.1;1;0;0.577038078
4;28.46464067;1.9393272;0;38.28166427;0.743708204;0.001808815;50;0.25;0.1;1;0;0.569292813
5;28.55231691;2.61040005;0;38.35691578;0.744670801;-0.069845544;50;0.25;0.1;1;0;0.571046338
6;28.8237478;2.384245098;0;38.33437829;0.751799778;0.048127149;50;0.25;0.1;1;0;0.576474956
7;27.77835216;0.216103093;0;38.32530397;0.724731156;0.015727403;50;0.25;0.1;1;0;0.555567043
8;28.54243172;1.153376481;0;38.31214382;0.744805818;0.044638185;50;0.25;0.1;1;0;0.570848634
9;28.73985591;0.188795434;0;38.22134865;0.751676318;0.061086931;50;0.25;0.1;1;0;0.574797118
10;28.25239204;2.854760543;0;38.43677014;0.734999054;0.032692575;50;0.25;0.1;1;0;0.565047841
11;28.40743775;1.589543636;0;38.28446588;0.742088329;-0.00775525;50;0.25;0.1;1;0;0.568148755
12;28.50453258;0.944082749;0;38.30407647;0.744121112;-0.070300014;50;0.25;0.1;1;0;0.570090652
13;27.5131646;2.844070561;0;38.26039902;0.718834963;0.018757387;50;0.25;0.1;1;0;0.550263292
14;27.67131461;0.226954989;0;38.30269862;0.722064091;-0.051620901;50;0.25;0.1;1;0;0.553426292
15;27.87059438;0.483285241;0;38.24531581;0.728402935;0.009012014;50;0.25;0.1;1;0;0.557411888
16;27.81954748;0.317296652;0;38.29261547;0.726696384;-0.0919263;50;0.25;0.1;1;0;0.55639095
17;27.79258769;1.31344512;0;38.31145209;0.725607397;-0.000283413;50;0.25;0.1;1;0;0.555851754
18;28.38883177;4.484703798;0;38.31077373;0.740758503;0.02517997;50;0.25;0.1;1;0;0.567776635
19;28.97144561;0.296116753;0;38.37809029;0.755057198;0.086485241;50;0.25;0.1;1;0;0.579428912
0;21.7196159;1.290783515;0;38.27828125;0.567263572;-0.000861798;50;0.25;0.25;1;0;0.434392318
1;22.12361018;1.278042046;0;38.26493327;0.578538305;0.031324861;50;0.25;0.25;1;0;0.442472204
2;21.98100075;2.674396641;0;38.34777869;0.573330442;-0.001473685;50;0.25;0.25;1;0;0.439620015
3;22.03499181;0.110120786;0;38.32784939;0.574546089;-0.018302937;50;0.25;0.25;1;0;0.440699836
4;21.53127132;2.501143656;0;38.29821682;0.56277712;-0.026791185;50;0.25;0.25;1;0;0.430625426
5;21.45341075;1.943022626;0;38.36841749;0.559237413;0.018897356;50;0.25;0.25;1;0;0.429068215
6;21.93640376;2.995765845;0;38.29791486;0.5726012;0.047477149;50;0.25;0.25;1;0;0.438728075
7;20.62411119;0.716221225;0;38.33504258;0.538177266;-0.02301332;50;0.25;0.25;1;0;0.412482224
8;22.03089453;4.5052407;0;38.2579537;0.575750916;-0.030619895;50;0.25;0.25;1;0;0.440617891
9;21.34862664;1.153580126;0;38.27689373;0.558447103;-0.006210244;50;0.25;0.25;1;0;0.426972533
10;22.52186174;0.259097756;0;38.30073691;0.587482568;-0.022016984;50;0.25;0.25;1;0;0.450437235
11;20.78667665;2.48137364;0;38.38795391;0.541696389;0.047150863;50;0.25;0.25;1;0;0.415733533
12;21.01311657;0.300486122;0;38.27255622;0.548722068;-0.012967824;50;0.25;0.25;1;0;0.420262331
13;21.15829642;1.634062126;0;38.30429133;0.552221621;-0.003692613;50;0.25;0.25;1;0;0.423165928
14;21.39570162;0.706432314;0;38.40649158;0.55684548;0.024109365;50;0.25;0.25;1;0;0.427914032
15;21.52789275;1.12915225;0;38.37491257;0.561308533;-0.029637986;50;0.25;0.25;1;0;0.430557855
16;21.06311871;1.130117428;0;38.35762516;0.549225129;0.023168634;50;0.25;0.25;1;0;0.421262374
17;21.1920936;1.516875005;0;38.34549127;0.553061477;-0.00427583;50;0.25;0.25;1;0;0.423841872
18;21.46404515;0.348526135;0;38.2904398;0.560638614;-0.05827003;50;0.25;0.25;1;0;0.429280903
19;21.79688451;5.080300737;0;38.31252212;0.568887378;-0.022482016;50;0.25;0.25;1;0;0.43593769
0;15.79379773;1.840738532;0;38.34011739;0.411851494;0.027134835;50;0.25;0.4;1;0;0.315875955
1;15.82223909;3.724482171;0;38.28048371;0.413268627;-0.022924182;50;0.25;0.4;1;0;0.316444782
2;16.17105331;1.583024477;0;38.35626213;0.421421854;-0.000573685;50;0.25;0.4;1;0;0.323421066
3;15.72689225;0.708255514;0;38.24586916;0.411036289;-0.011950632;50;0.25;0.4;1;0;0.314537845
4;15.69963086;0.68406984;0;38.35717753;0.409138788;0.011608815;50;0.25;0.4;1;0;0.313992617
5;15.615457;2.176842271;0;38.29830949;0.407522689;0.007654456;50;0.25;0.4;1;0;0.31230914
6;15.76577776;0.32470193;0;38.2849118;0.411735686;-0.023172851;50;0.25;0.4;1;0;0.315315555
7;15.66061654;2.365460533;0;38.2610009;0.409286914;0.034243035;50;0.25;0.4;1;0;0.313212331
8;15.67001316;0.638699433;0;38.30356459;0.408961527;0.013132218;50;0.25;0.4;1;0;0.313400263
9;15.68871369;1.84732395;0;38.25699275;0.409994359;0.001486931;50;0.25;0.4;1;0;0.313774274
10;15.76113053;1.742110296;0;38.37237354;0.410789432;0.039292575;50;0.25;0.4;1;0;0.315222611
11;15.61721162;2.635087734;0;38.30533392;0.407518098;-0.002949137;50;0.25;0.4;1;0;0.312344232
12;15.76003596;0.197057956;0;38.27288763;0.411528876;-0.008617824;50;0.25;0.4;1;0;0.315200719
13;15.68867137;0.22528307;0;38.24971166;0.410059024;0.002857387;50;0.25;0.4;1;0;0.313773427
14;15.72835786;4.710842524;0;38.35868576;0.410018426;0.017868784;50;0.25;0.4;1;0;0.314567157
15;15.85613754;0.816144799;0;38.26076665;0.414479954;-0.000287986;50;0.25;0.4;1;0;0.317122751
16;15.63870395;0.680609475;0;38.31449349;0.407997914;-0.0027263;50;0.25;0.4;1;0;0.312774079
17;15.65134965;4.635858424;0;38.27460089;0.408802675;-0.01027583;50;0.25;0.4;1;0;0.313026993
18;15.77378166;1.026403383;0;38.35666179;0.411083073;0.000284536;50;0.25;0.4;1;0;0.315475633
19;15.71614681;1.464943126;0;38.28992387;0.410399514;0.02057864;50;0.25;0.4;1;0;0.314322936
0;36.29699684;3.950274051;0;44.06540379;0.823737349;0.043134835;50;0.4;0.1;1;0;0.725939937
1;35.230843;1.826319178;0;44.03894309;0.799962239;0.017573842;50;0.4;0.1;1;0;0.70461686
2;34.67604779;1.69747537;0;44.11635454;0.785875941;-0.034373685;50;0.4;0.1;1;0;0.693520956
3;35.06426593;2.685857469;0;44.09865463;0.795238254;0.051352363;50;0.4;0.1;1;0;0.701285319
4;35.58929662;1.829829905;0;44.04266513;0.808157795;0.001808815;50;0.4;0.1;1;0;0.711785932
5;35.00014341;0.421780782;0;44.09742951;0.79375812;-0.069845544;50;0.4;0.1;1;0;0.700002868
6;35.59775283;1.032489037;0;44.08693514;0.807423104;0.048127149;50;0.4;0.1;1;0;0.711955057
7;35.12632065;2.737144439;0;44.07707319;0.796907566;0.015727403;50;0.4;0.1;1;0;0.702526413
8;36.34620428;6.005754616;0;44.06192895;0.82485002;0.044638185;50;0.4;0.1;1;0;0.726924086
9;35.54960161;3.244296127;0;44.0145948;0.807533136;0.061086931;50;0.4;0.1;1;0;0.710992032
10;35.62083075;1.790744911;0;44.14794059;0.806848677;0.032692575;50;0.4;0.1;1;0;0.712416615
11;35.31982832;1.626236642;0;44.04308598;0.801974497;-0.00775525;50;0.4;0.1;1;0;0.706396566
12;35.46232143;2.751926854;0;44.07449448;0.804656433;-0.070300014;50;0.4;0.1;1;0;0.709246429
13;35.55551881;0.655612265;0;44.03103125;0.807365907;0.018757387;50;0.4;0.1;1;0;0.711110376
14;34.70925991;3.59654721;0;44.06099248;0.787638646;-0.051620901;50;0.4;0.1;1;0;0.694185198
15;35.20574627;1.056537709;0;44.03322147;0.799459091;0.009012014;50;0.4;0.1;1;0;0.704114925
16;35.14639237;4.487263884;0;44.06505084;0.797642008;-0.0919263;50;0.4;0.1;1;0;0.702927847
17;35.2598308;5.356910721;0;44.07534752;0.800119637;-0.000283413;50;0.4;0.1;1;0;0.705196616
18;35.53685594;3.982750124;0;44.07093047;0.806262815;0.02517997;50;0.4;0.1;1;0;0.710737119
19;35.56290299;2.40846479;0;44.11140697;0.806320561;0.086485241;50;0.4;0.1;1;0;0.71125806
0;29.19902339;2.569055847;0;44.05728976;0.662649769;-0.000861798;50;0.4;0.25;1;0;0.583980468
1;29.093208;0.328725656;0;44.04477232;0.660674296;0.031324861;50;0.4;0.25;1;0;0.58186416
2;29.48693324;4.832612874;0;44.09228437;0.668669957;-0.001473685;50;0.4;0.25;1;0;0.589738665
3;29.57154124;1.798688611;0;44.07938603;0.670807949;-0.018302937;50;0.4;0.25;1;0;0.591430825
4;29.4379234;0.219685182;0;44.05524072;0.668614699;-0.026791185;50;0.4;0.25;1;0;0.588758468
5;29.02434564;0.314514748;0;44.10114473;0.658210273;0.018897356;50;0.4;0.25;1;0;0.580486913
6;29.40951673;1.046614958;0;44.06278646;0.667391344;0.047477149;50;0.4;0.25;1;0;0.588190335
7;29.18348109;2.555103927;0;44.08251145;0.662183757;-0.02301332;50;0.4;0.25;1;0;0.583669622
8;29.40642019;1.79613514;0;44.03423563;0.667861714;-0.030619895;50;0.4;0.25;1;0;0.588128404
9;29.44763096;3.529561579;0;44.04071855;0.668951716;-0.006210244;50;0.4;0.25;1;0;0.588952619
10;30.11012508;7.00537956;0;44.05942466;0.683290344;-0.022016984;50;0.4;0.25;1;0;0.602202502
11;29.51840793;1.653232243;0;44.11251213;0.669338008;0.047150863;50;0.4;0.25;1;0;0.590368159
12;29.15286156;2.481630618;0;44.04390291;0.661866864;-0.012967824;50;0.4;0.25;1;0;0.583057231
13;28.78775971;2.005296336;0;44.06428827;0.653063387;-0.003692613;50;0.4;0.25;1;0;0.575755194
14;29.27738399;1.736415306;0;44.12319152;0.66346009;0.024109365;50;0.4;0.25;1;0;0.58554768
15;29.35548319;2.340092178;0;44.10761218;0.665705728;-0.029637986;50;0.4;0.25;1;0;0.587109664
16;28.66955616;0.851862808;0;44.09630619;0.65014865;0.023168634;50;0.4;0.25;1;0;0.573391123
17;29.36714726;0.960796607;0;44.0927393;0.666194935;-0.00427583;50;0.4;0.25;1;0;0.587342945
18;29.90884855;2.194792376;0;44.05293345;0.678969964;-0.05827003;50;0.4;0.25;1;0;0.598176971
19;29.70454975;3.460056102;0;44.07118931;0.674032915;-0.022482016;50;0.4;0.25;1;0;0.594090995
0;25.02389814;1.50322855;0;44.08389516;0.567588893;0.027134835;50;0.4;0.4;1;0;0.500477963
1;24.85225953;0.200802387;0;44.03700012;0.564329962;-0.022924182;50;0.4;0.4;1;0;0.497045191
2;24.96523229;1.328773766;0;44.09807579;0.566055863;-0.000573685;50;0.4;0.4;1;0;0.499304646
3;24.74085957;1.971801753;0;44.03412804;0.561813301;-0.011950632;50;0.4;0.4;1;0;0.494817191
4;24.79780479;4.028682792;0;44.09405033;0.562343685;0.011608815;50;0.4;0.4;1;0;0.495956096
5;24.77817707;0.203288338;0;44.05583873;0.562345637;0.007654456;50;0.4;0.4;1;0;0.495563541
6;25.21300278;0.084981797;0;44.05052171;0.572390893;-0.023172851;50;0.4;0.4;1;0;0.504260056
7;24.89562793;0.706672149;0;44.03124937;0.565382837;0.034243035;50;0.4;0.4;1;0;0.497912559
8;24.79304373;1.444282464;0;44.06075853;0.562649121;0.013132218;50;0.4;0.4;1;0;0.495860875
9;24.76576621;0.934941121;0;44.03683669;0.562354562;0.001486931;50;0.4;0.4;1;0;0.495315324
10;25.16589028;1.04832581;0;44.10460255;0.570537329;0.039292575;50;0.4;0.4;1;0;0.503317806
11;25.00325052;0.165400048;0;44.05603237;0.567485332;-0.002949137;50;0.4;0.4;1;0;0.50006501
12;24.69512378;1.859721453;0;44.05019549;0.56056905;-0.008617824;50;0.4;0.4;1;0;0.493902476
13;24.72550506;1.384580491;0;44.03273831;0.561502652;0.002857387;50;0.4;0.4;1;0;0.494510101
14;24.79916365;3.127932187;0;44.1053367;0.562275153;0.017868784;50;0.4;0.4;1;0;0.495983273
15;25.05786837;4.052862003;0;44.03518088;0.569077365;-0.000287986;50;0.4;0.4;1;0;0.501157367
16;24.80300394;3.546818818;0;44.07309167;0.562735888;-0.0027263;50;0.4;0.4;1;0;0.496060079
17;24.73449484;0.25116308;0;44.05481611;0.561391094;-0.01027583;50;0.4;0.4;1;0;0.494689897
18;24.73927909;4.331837066;0;44.0977113;0.560900708;0.000284536;50;0.4;0.4;1;0;0.494785582
19;24.83150681;0.396732565;0;44.05433915;0.563634807;0.02057864;50;0.4;0.4;1;0;0.496630136
0;152.3981578;1.652022743;0;230.1128001;0.66240065;0.052100975;500;0.1;0.1;1;0;0.304796316
1;146.0570922;0.330592493;0;230.2841789;0.634166241;0.04383088;500;0.1;0.1;1;0;0.292114184
2;145.534271;2.681390295;0;230.1556296;0.632133685;0.004223789;500;0.1;0.1;1;0;0.291068542
3;152.4566526;2.93688453;0;230.3885876;0.662118067;0.092873096;500;0.1;0.1;1;0;0.304913305
4;143.5445181;0.434546033;0;230.2045691;0.623292115;0.061025547;500;0.1;0.1;1;0;0.287089036
5;143.5289833;5.161384813;0;230.3287807;0.623108031;-0.01755979;500;0.1;0.1;1;0;0.287057967
6;149.8679653;1.403501437;0;230.0258114;0.651453647;0.087193726;500;0.1;0.1;1;0;0.299735931
7;147.386316;4.352135812;0;230.4044586;0.639496909;-0.008277877;500;0.1;0.1;1;0;0.294772632
8;140.8510512;1.556649476;0;230.2147681;0.611964208;0.05617247;500;0.1;0.1;1;0;0.281702102
9;147.653176;0.968135807;0;230.4043633;0.641082862;0.01041405;500;0.1;0.1;1;0;0.295306352
10;145.9848038;4.793054669;0;230.0895365;0.634482326;-0.127203387;500;0.1;0.1;1;0;0.291969608
11;144.3663141;1.516895917;0;230.0625692;0.627503595;0.009862477;500;0.1;0.1;1;0;0.288732628
12;131.4316739;3.286395589;0;230.1953888;0.571238201;-0.062549864;500;0.1;0.1;1;0;0.262863348
13;144.3349646;2.44469988;0;230.395508;0.626252936;-0.074385731;500;0.1;0.1;1;0;0.288669929
14;141.5700316;0.174694002;0;230.2962532;0.614731458;0.013665655;500;0.1;0.1;1;0;0.283140063
15;147.1260095;0.282207941;0;229.8265216;0.640258061;-0.061316265;500;0.1;0.1;1;0;0.294252019
16;147.6478457;1.693882984;0;230.458667;0.640645486;0.091999419;500;0.1;0.1;1;0;0.295295691
17;152.9864159;1.814451702;0;230.0901292;0.665178446;-0.030867494;500;0.1;0.1;1;0;0.305972832
18;133.7952122;2.612836658;0;230.2095266;0.58113279;0.094780215;500;0.1;0.1;1;0;0.267590424
19;148.3223724;4.469701634;0;230.342646;0.64419269;0.038888589;500;0.1;0.1;1;0;0.296644745
0;90.35122801;4.070383467;0;230.3484075;0.392278393;0.012749509;500;0.1;0.25;1;0;0.180702456
1;96.42925596;0.668670415;0;230.2515926;0.418494841;-5.47E-05;500;0.1;0.25;1;0;0.192858512
2;100.7463946;4.197994543;0;230.279874;0.43736622;0.016663586;500;0.1;0.25;1;0;0.201492789
3;101.2417674;2.605064839;0;230.5091474;0.43924517;-0.027436501;500;0.1;0.25;1;0;0.202483535
4;85.55152193;4.304373715;0;230.314222;0.371478768;0.007065813;500;0.1;0.25;1;0;0.171103044
5;92.28422577;0.642599784;0;230.2458872;0.400802907;-0.00470461;500;0.1;0.25;1;0;0.184568452
6;89.97784208;2.312692245;0;230.0024954;0.391083542;0.005343726;500;0.1;0.25;1;0;0.179955684
7;84.76967406;1.560295963;0;230.4672334;0.367775395;-0.003835941;500;0.1;0.25;1;0;0.169539348
8;92.51109063;1.895368801;0;230.4056794;0.401539038;-0.03467753;500;0.1;0.25;1;0;0.185022181
9;97.02466819;2.081411998;0;230.152053;0.421335198;-0.018151787;500;0.1;0.25;1;0;0.194049336
10;92.07580611;4.340753258;0;230.3051005;0.399723579;-0.021253387;500;0.1;0.25;1;0;0.184151612
11;95.28397183;0.771256661;0;230.0696572;0.413770224;0.004062477;500;0.1;0.25;1;0;0.190567944
12;98.31310128;1.015508794;0;230.5448678;0.426564285;-0.02100984;500;0.1;0.25;1;0;0.196626203
13;96.77489778;1.117476942;0;230.1074555;0.420491758;-0.021485731;500;0.1;0.25;1;0;0.193549796
14;87.69474136;0.957150795;0;230.6600673;0.379986073;-0.004485375;500;0.1;0.25;1;0;0.175389483
15;100.7452281;6.616287056;0;230.300021;0.43755402;0.008129826;500;0.1;0.25;1;0;0.201490456
16;99.0277299;2.559198553;0;230.2105653;0.429992015;0.035698705;500;0.1;0.25;1;0;0.19805546
17;98.08826087;4.867680851;0;230.2031731;0.425970155;0.028132506;500;0.1;0.25;1;0;0.196176522
18;85.52449561;1.185315289;0;229.952303;0.372015301;0.021340409;500;0.1;0.25;1;0;0.171048991
19;96.56772641;0.893230092;0;230.1451145;0.419861791;-0.007411867;500;0.1;0.25;1;0;0.193135453
0;63.50490932;2.26799313;0;230.2591192;0.275844282;-0.034595036;500;0.1;0.4;1;0;0.127009819
1;62.73412736;2.31533975;0;230.1048687;0.272627796;-0.000964307;500;0.1;0.4;1;0;0.125468255
2;62.66771605;3.064927633;0;230.479697;0.271858344;0.018111523;500;0.1;0.4;1;0;0.125335432
3;62.67625441;4.718002264;0;230.3534039;0.272101434;0.00027296;500;0.1;0.4;1;0;0.125352509
4;63.0174074;0.711256332;0;230.2054016;0.2737327;-0.017874453;500;0.1;0.4;1;0;0.126034815
5;63.24294798;3.63007813;0;230.5537709;0.27424818;0.01814539;500;0.1;0.4;1;0;0.126485896
6;62.86221696;1.626634721;0;230.2111178;0.273073329;-0.025499356;500;0.1;0.4;1;0;0.125724434
7;62.67204225;0.962184432;0;229.892374;0.272619368;0.009619354;500;0.1;0.4;1;0;0.125344084
8;62.93799573;0.223600773;0;230.1741021;0.273431953;-0.01352753;500;0.1;0.4;1;0;0.125875991
9;62.72927504;0.838327524;0;230.0889765;0.272622393;-0.03568595;500;0.1;0.4;1;0;0.12545855
10;62.3418497;1.463667052;0;229.6746;0.271429929;-0.007303387;500;0.1;0.4;1;0;0.124683699
11;62.81609507;0.296350512;0;230.3935618;0.272614188;0.027268088;500;0.1;0.4;1;0;0.12563219
12;62.52322594;3.761988743;0;230.4807247;0.271245047;-0.00245984;500;0.1;0.4;1;0;0.125046452
13;62.69958124;0.282702747;0;230.3816598;0.272146201;0.014414269;500;0.1;0.4;1;0;0.125399162
14;63.32747575;0.427198819;0;230.4715618;0.274762649;-0.0206438;500;0.1;0.4;1;0;0.126654951
15;62.78839343;1.125525747;0;230.2206506;0.272719898;0.011579826;500;0.1;0.4;1;0;0.125576787
16;62.93612166;2.667247517;0;230.279898;0.273255358;-0.016594339;500;0.1;0.4;1;0;0.125872243
17;62.51347068;1.212121126;0;229.9093784;0.271905497;-0.017860379;500;0.1;0.4;1;0;0.125026941
18;62.7059493;0.307248659;0;230.4589758;0.272069653;-0.011111514;500;0.1;0.4;1;0;0.125411899
19;62.5894428;1.750051878;0;230.2281428;0.271829827;0.001271831;500;0.1;0.4;1;0;0.125178886
0;280.3447161;3.798234054;0;383.1090753;0.731769482;0.052100975;500;0.25;0.1;1;0;0.560689432
1;286.1022264;1.572087169;0;383.0391497;0.746973628;0.04383088;500;0.25;0.1;1;0;0.572204453
2;283.8796243;2.758301561;0;383.0718464;0.741086256;0.004223789;500;0.25;0.1;1;0;0.567759249
3;293.4874607;1.612663429;0;383.1084141;0.766158743;0.092873096;500;0.25;0.1;1;0;0.586974921
4;286.1756772;0.901490801;0;383.203043;0.746730632;0.061025547;500;0.25;0.1;1;0;0.572351354
5;280.6849776;0.167229968;0;383.2095092;0.732394524;-0.01755979;500;0.25;0.1;1;0;0.561369955
6;280.0345992;0.838272397;0;382.9575278;0.731145419;0.087193726;500;0.25;0.1;1;0;0.560069198
7;278.4477433;0.508955372;0;383.2276012;0.726520453;-0.008277877;500;0.25;0.1;1;0;0.556895487
8;276.8951584;0.870816915;0;383.0495515;0.722975532;0.05617247;500;0.25;0.1;1;0;0.553790317
9;279.4233557;2.492404427;0;383.276414;0.729097927;0.01041405;500;0.25;0.1;1;0;0.558846711
10;286.087624;2.41237108;0;383.0195957;0.746898599;-0.127203387;500;0.25;0.1;1;0;0.572175248
11;254.1680075;1.367776019;0;382.8636076;0.66385818;0.009862477;500;0.25;0.1;1;0;0.508336015
12;282.3901544;2.891247534;0;383.0595697;0.737170449;-0.062549864;500;0.25;0.1;1;0;0.564780309
13;287.7140076;1.825699829;0;383.1024019;0.750948524;-0.074385731;500;0.25;0.1;1;0;0.575428015
